season,game_id,team,state,plays,rush_att
2025,2025_04_SEA_ARI,SEA,up 1-8,23,15
2025,2025_04_SEA_ARI,SEA,up 9+,25,12
2025,2025_04_TEN_HOU,HOU,tied,10,6
2025,2025_04_TEN_HOU,HOU,up 1-8,42,21
2025,2025_04_TEN_HOU,HOU,up 9+,14,8
2025,2025_04_TEN_HOU,TEN,down 9+,14,5
2025,2025_04_TEN_HOU,TEN,down 1-8,25,11
2025,2025_04_TEN_HOU,TEN,tied,6,2
2025,2025_04_WAS_ATL,ATL,tied,8,5
2025,2025_04_WAS_ATL,ATL,up 1-8,50,28
2025,2025_04_WAS_ATL,ATL,up 9+,3,1
2025,2025_04_WAS_ATL,WAS,down 9+,35,17
2025,2025_04_WAS_ATL,WAS,down 1-8,16,5
2025,2025_05_DAL_NYJ,DAL,down 1-8,6,2
2025,2025_05_DAL_NYJ,DAL,tied,13,6
2025,2025_05_DAL_NYJ,DAL,up 1-8,10,4
2025,2025_05_DAL_NYJ,DAL,up 9+,27,14
2025,2025_05_DAL_NYJ,NYJ,down 9+,45,8
2025,2025_05_DAL_NYJ,NYJ,down 1-8,11,4
2025,2025_05_DAL_NYJ,NYJ,tied,17,9
2025,2025_05_DEN_PHI,DEN,down 9+,22,13
2025,2025_05_DEN_PHI,DEN,down 1-8,19,3
2025,2025_05_DEN_PHI,DEN,tied,20,9
2025,2025_05_DEN_PHI,DEN,up 1-8,10,4
2025,2025_05_DEN_PHI,PHI,down 1-8,20,5
2025,2025_05_DEN_PHI,PHI,tied,10,3
2025,2025_05_DEN_PHI,PHI,up 1-8,16,1
2025,2025_05_DEN_PHI,PHI,up 9+,8,1
2025,2025_05_DET_CIN,CIN,down 9+,48,14
2025,2025_05_DET_CIN,CIN,down 1-8,10,2
2025,2025_05_DET_CIN,DET,tied,7,4
2025,2025_05_DET_CIN,DET,up 1-8,18,9
2025,2025_05_DET_CIN,DET,up 9+,34,18
2025,2025_05_HOU_BAL,BAL,down 9+,26,12
2025,2025_05_HOU_BAL,BAL,down 1-8,14,7
2025,2025_05_HOU_BAL,HOU,tied,10,5
2025,2025_05_HOU_BAL,HOU,up 1-8,15,7
2025,2025_05_HOU_BAL,HOU,up 9+,39,19
2025,2025_05_KC_JAX,JAX,down 9+,13,7
2025,2025_05_KC_JAX,JAX,down 1-8,26,12
2025,2025_05_KC_JAX,JAX,tied,13,7
2025,2025_05_KC_JAX,JAX,up 1-8,2,0
2025,2025_05_KC_JAX,KC,down 1-8,26,11
2025,2025_05_KC_JAX,KC,tied,26,8
2025,2025_05_KC_JAX,KC,up 1-8,11,3
2025,2025_05_LV_IND,IND,down 1-8,13,3
2025,2025_05_LV_IND,IND,tied,3,1
2025,2025_05_LV_IND,IND,up 1-8,4,3
2025,2025_05_LV_IND,IND,up 9+,41,19
2025,2025_05_LV_IND,LV,down 9+,46,17
2025,2025_05_LV_IND,LV,down 1-8,4,1
2025,2025_05_LV_IND,LV,tied,15,7
2025,2025_05_MIA_CAR,CAR,down 9+,23,11
2025,2025_05_MIA_CAR,CAR,down 1-8,37,17
2025,2025_05_MIA_CAR,CAR,up 1-8,2,2
2025,2025_05_MIA_CAR,MIA,down 1-8,6,0
2025,2025_05_MIA_CAR,MIA,tied,10,2
2025,2025_05_MIA_CAR,MIA,up 1-8,29,10
2025,2025_05_MIA_CAR,MIA,up 9+,8,2
2025,2025_05_MIN_CLE,CLE,down 1-8,15,9
2025,2025_05_MIN_CLE,CLE,tied,37,15
2025,2025_05_MIN_CLE,CLE,up 1-8,14,8
2025,2025_05_MIN_CLE,MIN,down 1-8,42,11
2025,2025_05_MIN_CLE,MIN,tied,18,11
2025,2025_05_NE_BUF,BUF,down 9+,8,5
2025,2025_05_NE_BUF,BUF,down 1-8,37,16
2025,2025_05_NE_BUF,BUF,tied,16,8
2025,2025_05_NE_BUF,NE,down 1-8,5,2
2025,2025_05_NE_BUF,NE,tied,37,16
2025,2025_05_NE_BUF,NE,up 1-8,14,4
2025,2025_05_NYG_NO,NO,down 9+,11,5
2025,2025_05_NYG_NO,NO,down 1-8,26,10
2025,2025_05_NYG_NO,NO,tied,3,1
2025,2025_05_NYG_NO,NO,up 1-8,9,3
2025,2025_05_NYG_NO,NO,up 9+,12,10
2025,2025_05_NYG_NO,NYG,down 9+,21,4
2025,2025_05_NYG_NO,NYG,down 1-8,19,12
2025,2025_05_NYG_NO,NYG,tied,8,3
2025,2025_05_NYG_NO,NYG,up 1-8,21,10
2025,2025_05_SF_LA,LA,down 9+,29,8
2025,2025_05_SF_LA,LA,down 1-8,31,8
2025,2025_05_SF_LA,LA,tied,3,0
2025,2025_05_SF_LA,SF,tied,29,5
2025,2025_05_SF_LA,SF,up 1-8,37,19
2025,2025_05_SF_LA,SF,up 9+,16,9
2025,2025_05_TB_SEA,SEA,down 9+,10,1
2025,2025_05_TB_SEA,SEA,down 1-8,34,15
2025,2025_05_TB_SEA,SEA,tied,10,4
2025,2025_05_TB_SEA,TB,down 1-8,14,3
2025,2025_05_TB_SEA,TB,tied,24,11
2025,2025_05_TB_SEA,TB,up 1-8,20,9
2025,2025_05_TEN_ARI,ARI,tied,8,4
2025,2025_05_TEN_ARI,ARI,up 1-8,13,9
2025,2025_05_TEN_ARI,ARI,up 9+,43,16
2025,2025_05_TEN_ARI,TEN,down 9+,43,11
2025,2025_05_TEN_ARI,TEN,down 1-8,18,9
2025,2025_05_WAS_LAC,LAC,down 9+,27,9
2025,2025_05_WAS_LAC,LAC,down 1-8,3,1
2025,2025_05_WAS_LAC,LAC,tied,9,5
2025,2025_05_WAS_LAC,LAC,up 1-8,14,7
2025,2025_05_WAS_LAC,LAC,up 9+,10,4
2025,2025_05_WAS_LAC,WAS,down 9+,14,9
2025,2025_05_WAS_LAC,WAS,down 1-8,9,1
2025,2025_05_WAS_LAC,WAS,tied,7,4
2025,2025_05_WAS_LAC,WAS,up 1-8,7,1
2025,2025_05_WAS_LAC,WAS,up 9+,17,13
2025,2025_06_ARI_IND,ARI,down 1-8,51,19
2025,2025_06_ARI_IND,ARI,tied,19,5
2025,2025_06_ARI_IND,IND,down 1-8,23,12
2025,2025_06_ARI_IND,IND,tied,22,8
2025,2025_06_ARI_IND,IND,up 1-8,11,5
2025,2025_06_BUF_ATL,ATL,tied,17,8
2025,2025_06_BUF_ATL,ATL,up 1-8,29,15
2025,2025_06_BUF_ATL,ATL,up 9+,19,8
2025,2025_06_BUF_ATL,BUF,down 9+,24,10
2025,2025_06_BUF_ATL,BUF,down 1-8,27,13
2025,2025_06_BUF_ATL,BUF,tied,3,1
2025,2025_06_CHI_WAS,CHI,down 1-8,20,10
2025,2025_06_CHI_WAS,CHI,tied,8,4
2025,2025_06_CHI_WAS,CHI,up 1-8,31,12
2025,2025_06_CHI_WAS,WAS,down 9+,8,5
2025,2025_06_CHI_WAS,WAS,down 1-8,34,16
2025,2025_06_CHI_WAS,WAS,up 1-8,17,9
2025,2025_06_CIN_GB,CIN,down 9+,49,11
2025,2025_06_CIN_GB,CIN,down 1-8,9,3
2025,2025_06_CIN_GB,CIN,tied,3,2
2025,2025_06_CIN_GB,GB,tied,22,14
2025,2025_06_CIN_GB,GB,up 1-8,32,17
2025,2025_06_CIN_GB,GB,up 9+,5,1
2025,2025_06_CLE_PIT,CLE,down 9+,57,9
2025,2025_06_CLE_PIT,CLE,down 1-8,18,8
2025,2025_06_CLE_PIT,PIT,tied,7,3
2025,2025_06_CLE_PIT,PIT,up 1-8,35,14
2025,2025_06_CLE_PIT,PIT,up 9+,13,8
2025,2025_06_DAL_CAR,CAR,down 1-8,28,18
2025,2025_06_DAL_CAR,CAR,tied,28,15
2025,2025_06_DAL_CAR,CAR,up 1-8,6,3
2025,2025_06_DAL_CAR,DAL,down 1-8,29,11
2025,2025_06_DAL_CAR,DAL,tied,23,7
2025,2025_06_DEN_NYJ,DEN,down 1-8,32,11
2025,2025_06_DEN_NYJ,DEN,tied,3,2
2025,2025_06_DEN_NYJ,DEN,up 1-8,20,11
2025,2025_06_DEN_NYJ,NYJ,down 1-8,40,20
2025,2025_06_DEN_NYJ,NYJ,tied,6,4
2025,2025_06_DEN_NYJ,NYJ,up 1-8,11,7
2025,2025_06_DET_KC,DET,down 9+,22,4
2025,2025_06_DET_KC,DET,down 1-8,9,3
2025,2025_06_DET_KC,DET,tied,14,10
2025,2025_06_DET_KC,DET,up 1-8,8,6
2025,2025_06_DET_KC,KC,down 1-8,26,10
2025,2025_06_DET_KC,KC,up 1-8,17,6
2025,2025_06_DET_KC,KC,up 9+,15,9
2025,2025_06_LAC_MIA,LAC,down 1-8,34,12
2025,2025_06_LAC_MIA,LAC,tied,10,5
2025,2025_06_LAC_MIA,LAC,up 1-8,12,3
2025,2025_06_LAC_MIA,LAC,up 9+,8,5
2025,2025_06_LAC_MIA,MIA,down 9+,12,6
2025,2025_06_LAC_MIA,MIA,down 1-8,28,9
2025,2025_06_LAC_MIA,MIA,tied,2,1
2025,2025_06_LAC_MIA,MIA,up 1-8,14,5
2025,2025_06_LA_BAL,BAL,down 9+,37,13
2025,2025_06_LA_BAL,BAL,down 1-8,1,0
2025,2025_06_LA_BAL,BAL,tied,28,19
2025,2025_06_LA_BAL,BAL,up 1-8,8,5
2025,2025_06_LA_BAL,LA,down 1-8,22,8
2025,2025_06_LA_BAL,LA,tied,12,2
2025,2025_06_LA_BAL,LA,up 1-8,2,0
2025,2025_06_LA_BAL,LA,up 9+,13,11
2025,2025_06_NE_NO,NE,down 1-8,11,3
2025,2025_06_NE_NO,NE,up 1-8,42,24
2025,2025_06_NE_NO,NE,up 9+,3,2
2025,2025_06_NE_NO,NO,down 9+,12,4
2025,2025_06_NE_NO,NO,down 1-8,35,18
2025,2025_06_NE_NO,NO,tied,4,1
2025,2025_06_PHI_NYG,NYG,down 1-8,21,12
2025,2025_06_PHI_NYG,NYG,up 1-8,19,10
2025,2025_06_PHI_NYG,NYG,up 9+,24,14
2025,2025_06_PHI_NYG,PHI,down 9+,26,5
2025,2025_06_PHI_NYG,PHI,down 1-8,25,11
2025,2025_06_PHI_NYG,PHI,tied,5,4
2025,2025_06_SEA_JAX,JAX,down 9+,19,4
2025,2025_06_SEA_JAX,JAX,down 1-8,28,8
2025,2025_06_SEA_JAX,JAX,tied,18,6
2025,2025_06_SEA_JAX,JAX,up 1-8,3,1
2025,2025_06_SEA_JAX,SEA,down 1-8,10,6
2025,2025_06_SEA_JAX,SEA,tied,6,2
2025,2025_06_SEA_JAX,SEA,up 1-8,30,13
2025,2025_06_SEA_JAX,SEA,up 9+,5,2
2025,2025_06_SF_TB,SF,down 9+,4,0
2025,2025_06_SF_TB,SF,down 1-8,60,20
2025,2025_06_SF_TB,SF,tied,3,2
2025,2025_06_SF_TB,TB,down 1-8,8,4
2025,2025_06_SF_TB,TB,tied,7,3
2025,2025_06_SF_TB,TB,up 1-8,35,19
2025,2025_06_TEN_LV,LV,tied,12,7
2025,2025_06_TEN_LV,LV,up 1-8,11,5
2025,2025_06_TEN_LV,LV,up 9+,31,17
2025,2025_06_TEN_LV,TEN,down 9+,41,9
2025,2025_06_TEN_LV,TEN,down 1-8,14,3
2025,2025_06_TEN_LV,TEN,tied,3,3
2025,2025_07_ATL_SF,ATL,down 9+,13,4
2025,2025_07_ATL_SF,ATL,down 1-8,22,6
2025,2025_07_ATL_SF,ATL,tied,21,8
2025,2025_07_ATL_SF,ATL,up 1-8,4,2
2025,2025_07_ATL_SF,SF,down 1-8,20,13
2025,2025_07_ATL_SF,SF,tied,9,4
2025,2025_07_ATL_SF,SF,up 1-8,33,18
2025,2025_07_ATL_SF,SF,up 9+,2,2
2025,2025_07_CAR_NYJ,CAR,tied,26,10
2025,2025_07_CAR_NYJ,CAR,up 1-8,25,15
2025,2025_07_CAR_NYJ,CAR,up 9+,17,9
2025,2025_07_CAR_NYJ,NYJ,down 9+,24,4
2025,2025_07_CAR_NYJ,NYJ,down 1-8,24,10
2025,2025_07_CAR_NYJ,NYJ,tied,12,6
2025,2025_07_GB_ARI,ARI,down 1-8,8,1
2025,2025_07_GB_ARI,ARI,tied,40,18
2025,2025_07_GB_ARI,ARI,up 1-8,22,9
2025,2025_07_GB_ARI,GB,down 9+,1,0
2025,2025_07_GB_ARI,GB,down 1-8,51,22
2025,2025_07_HOU_SEA,HOU,down 9+,55,9
2025,2025_07_HOU_SEA,HOU,down 1-8,10,6
2025,2025_07_HOU_SEA,HOU,tied,5,2
2025,2025_07_HOU_SEA,SEA,tied,8,4
2025,2025_07_HOU_SEA,SEA,up 1-8,29,15
2025,2025_07_HOU_SEA,SEA,up 9+,28,12
2025,2025_07_IND_LAC,IND,tied,5,2
2025,2025_07_IND_LAC,IND,up 1-8,17,9
2025,2025_07_IND_LAC,IND,up 9+,33,9
2025,2025_07_IND_LAC,LAC,down 9+,66,13
2025,2025_07_IND_LAC,LAC,down 1-8,8,3
2025,2025_07_LA_JAX,JAX,down 9+,68,18
2025,2025_07_LA_JAX,JAX,down 1-8,3,0
2025,2025_07_LA_JAX,JAX,tied,3,1
2025,2025_07_LA_JAX,LA,tied,13,4
2025,2025_07_LA_JAX,LA,up 1-8,6,1
2025,2025_07_LA_JAX,LA,up 9+,39,20
2025,2025_07_LV_KC,KC,tied,9,3
2025,2025_07_LV_KC,KC,up 1-8,17,8
2025,2025_07_LV_KC,KC,up 9+,48,27
2025,2025_07_LV_KC,LV,down 9+,20,9
2025,2025_07_LV_KC,LV,down 1-8,5,1
2025,2025_07_LV_KC,LV,tied,5,1
2025,2025_07_MIA_CLE,CLE,tied,18,14
2025,2025_07_MIA_CLE,CLE,up 1-8,10,7
2025,2025_07_MIA_CLE,CLE,up 9+,24,11
2025,2025_07_MIA_CLE,MIA,down 9+,46,16
2025,2025_07_MIA_CLE,MIA,down 1-8,5,3
2025,2025_07_MIA_CLE,MIA,tied,6,3
2025,2025_07_NE_TEN,NE,down 1-8,28,15
2025,2025_07_NE_TEN,NE,up 1-8,12,5
2025,2025_07_NE_TEN,NE,up 9+,22,14
2025,2025_07_NE_TEN,TEN,down 9+,24,2
2025,2025_07_NE_TEN,TEN,down 1-8,4,1
2025,2025_07_NE_TEN,TEN,tied,15,5
2025,2025_07_NE_TEN,TEN,up 1-8,8,4
2025,2025_07_NO_CHI,CHI,tied,8,5
2025,2025_07_NO_CHI,CHI,up 1-8,23,14
2025,2025_07_NO_CHI,CHI,up 9+,34,19
2025,2025_07_NO_CHI,NO,down 9+,37,11
2025,2025_07_NO_CHI,NO,down 1-8,14,5
2025,2025_07_NO_CHI,NO,tied,2,1
2025,2025_07_NYG_DEN,DEN,down 9+,50,15
2025,2025_07_NYG_DEN,DEN,down 1-8,19,6
2025,2025_07_NYG_DEN,DEN,tied,8,3
2025,2025_07_NYG_DEN,NYG,down 1-8,7,1
2025,2025_07_NYG_DEN,NYG,tied,13,4
2025,2025_07_NYG_DEN,NYG,up 1-8,16,7
2025,2025_07_NYG_DEN,NYG,up 9+,34,20
2025,2025_07_PHI_MIN,MIN,down 9+,32,9
2025,2025_07_PHI_MIN,MIN,down 1-8,35,14
2025,2025_07_PHI_MIN,PHI,tied,12,8
2025,2025_07_PHI_MIN,PHI,up 1-8,33,13
2025,2025_07_PHI_MIN,PHI,up 9+,3,1
2025,2025_07_PIT_CIN,CIN,down 9+,10,3
2025,2025_07_PIT_CIN,CIN,down 1-8,20,7
2025,2025_07_PIT_CIN,CIN,up 1-8,39,10
2025,2025_07_PIT_CIN,PIT,down 9+,16,6
2025,2025_07_PIT_CIN,PIT,down 1-8,14,5
2025,2025_07_PIT_CIN,PIT,tied,8,3
2025,2025_07_PIT_CIN,PIT,up 1-8,16,6
2025,2025_07_TB_DET,DET,tied,6,3
2025,2025_07_TB_DET,DET,up 1-8,29,14
2025,2025_07_TB_DET,DET,up 9+,30,15
2025,2025_07_TB_DET,TB,down 9+,49,7
2025,2025_07_TB_DET,TB,down 1-8,17,4
2025,2025_07_WAS_DAL,DAL,down 1-8,4,1
2025,2025_07_WAS_DAL,DAL,tied,5,2
2025,2025_07_WAS_DAL,DAL,up 1-8,6,2
2025,2025_07_WAS_DAL,DAL,up 9+,45,24
2025,2025_07_WAS_DAL,WAS,down 9+,50,21
2025,2025_07_WAS_DAL,WAS,down 1-8,13,6
2025,2025_07_WAS_DAL,WAS,up 1-8,1,1
2025,2025_08_BUF_CAR,BUF,tied,10,5
2025,2025_08_BUF_CAR,BUF,up 1-8,14,7
2025,2025_08_BUF_CAR,BUF,up 9+,36,23
2025,2025_08_BUF_CAR,CAR,down 9+,41,17
2025,2025_08_BUF_CAR,CAR,down 1-8,15,9
2025,2025_08_BUF_CAR,CAR,tied,3,2
2025,2025_08_CHI_BAL,BAL,down 1-8,15,8
2025,2025_08_CHI_BAL,BAL,up 1-8,43,26
2025,2025_08_CHI_BAL,BAL,up 9+,1,1
2025,2025_08_CHI_BAL,CHI,down 9+,27,9
2025,2025_08_CHI_BAL,CHI,down 1-8,13,4
2025,2025_08_CHI_BAL,CHI,tied,12,7
2025,2025_08_CHI_BAL,CHI,up 1-8,10,3
2025,2025_08_CLE_NE,CLE,down 9+,30,6
2025,2025_08_CLE_NE,CLE,down 1-8,9,4
2025,2025_08_CLE_NE,CLE,up 1-8,14,6
2025,2025_08_CLE_NE,NE,down 1-8,24,8
2025,2025_08_CLE_NE,NE,tied,11,7
2025,2025_08_CLE_NE,NE,up 1-8,7,5
2025,2025_08_CLE_NE,NE,up 9+,20,12
2025,2025_08_DAL_DEN,DAL,down 9+,58,27
2025,2025_08_DAL_DEN,DAL,down 1-8,3,1
2025,2025_08_DAL_DEN,DAL,tied,7,3
2025,2025_08_DAL_DEN,DEN,down 1-8,5,3
2025,2025_08_DAL_DEN,DEN,tied,3,1
2025,2025_08_DAL_DEN,DEN,up 1-8,10,5
2025,2025_08_DAL_DEN,DEN,up 9+,38,17
2025,2025_08_GB_PIT,GB,down 9+,13,4
2025,2025_08_GB_PIT,GB,down 1-8,19,8
2025,2025_08_GB_PIT,GB,tied,3,1
2025,2025_08_GB_PIT,GB,up 1-8,14,4
2025,2025_08_GB_PIT,GB,up 9+,14,8
2025,2025_08_GB_PIT,PIT,down 9+,15,2
2025,2025_08_GB_PIT,PIT,down 1-8,19,8
2025,2025_08_GB_PIT,PIT,tied,6,2
2025,2025_08_GB_PIT,PIT,up 1-8,15,6
2025,2025_08_GB_PIT,PIT,up 9+,3,0
2025,2025_08_MIA_ATL,ATL,down 9+,31,8
2025,2025_08_MIA_ATL,ATL,down 1-8,14,6
2025,2025_08_MIA_ATL,ATL,tied,3,2
2025,2025_08_MIA_ATL,MIA,tied,16,11
2025,2025_08_MIA_ATL,MIA,up 1-8,18,5
2025,2025_08_MIA_ATL,MIA,up 9+,31,21
2025,2025_08_MIN_LAC,LAC,tied,14,7
2025,2025_08_MIN_LAC,LAC,up 1-8,8,7
2025,2025_08_MIN_LAC,LAC,up 9+,48,29
2025,2025_08_MIN_LAC,MIN,down 9+,38,8
2025,2025_08_MIN_LAC,MIN,down 1-8,3,1
2025,2025_08_MIN_LAC,MIN,tied,6,2
2025,2025_08_NYG_PHI,NYG,down 9+,27,9
2025,2025_08_NYG_PHI,NYG,down 1-8,22,11
2025,2025_08_NYG_PHI,PHI,tied,13,7
2025,2025_08_NYG_PHI,PHI,up 1-8,17,9
2025,2025_08_NYG_PHI,PHI,up 9+,24,14
2025,2025_08_NYJ_CIN,CIN,down 1-8,6,2
2025,2025_08_NYJ_CIN,CIN,tied,10,4
2025,2025_08_NYJ_CIN,CIN,up 1-8,36,16
2025,2025_08_NYJ_CIN,CIN,up 9+,6,1
2025,2025_08_NYJ_CIN,NYJ,down 9+,56,29
2025,2025_08_NYJ_CIN,NYJ,down 1-8,14,8
2025,2025_08_SF_HOU,HOU,tied,15,6
2025,2025_08_SF_HOU,HOU,up 1-8,27,15
2025,2025_08_SF_HOU,HOU,up 9+,32,14
2025,2025_08_SF_HOU,SF,down 9+,38,8
2025,2025_08_SF_HOU,SF,down 1-8,7,2
2025,2025_08_TB_NO,NO,down 9+,43,8
2025,2025_08_TB_NO,NO,down 1-8,10,1
2025,2025_08_TB_NO,NO,tied,17,6
2025,2025_08_TB_NO,TB,tied,22,14
2025,2025_08_TB_NO,TB,up 1-8,16,6
2025,2025_08_TB_NO,TB,up 9+,18,9
2025,2025_08_TEN_IND,IND,tied,9,1
2025,2025_08_TEN_IND,IND,up 1-8,14,7
2025,2025_08_TEN_IND,IND,up 9+,29,10
2025,2025_08_TEN_IND,TEN,down 9+,59,21
2025,2025_08_TEN_IND,TEN,down 1-8,7,4
2025,2025_08_WAS_KC,KC,tied,37,16
2025,2025_08_WAS_KC,KC,up 1-8,8,2
2025,2025_08_WAS_KC,KC,up 9+,21,11
2025,2025_08_WAS_KC,WAS,down 9+,15,4
2025,2025_08_WAS_KC,WAS,down 1-8,15,7
2025,2025_08_WAS_KC,WAS,tied,22,9
2025,2025_09_ARI_DAL,ARI,tied,14,4
2025,2025_09_ARI_DAL,ARI,up 1-8,19,9
2025,2025_09_ARI_DAL,ARI,up 9+,30,14
2025,2025_09_ARI_DAL,DAL,down 9+,51,16
2025,2025_09_ARI_DAL,DAL,down 1-8,3,1
2025,2025_09_ARI_DAL,DAL,tied,10,4
2025,2025_09_ATL_NE,ATL,down 9+,20,8
2025,2025_09_ATL_NE,ATL,down 1-8,31,8
2025,2025_09_ATL_NE,ATL,tied,3,0
2025,2025_09_ATL_NE,NE,tied,22,12
2025,2025_09_ATL_NE,NE,up 1-8,36,15
2025,2025_09_ATL_NE,NE,up 9+,7,3
2025,2025_09_BAL_MIA,BAL,down 1-8,7,3
2025,2025_09_BAL_MIA,BAL,up 1-8,24,10
2025,2025_09_BAL_MIA,BAL,up 9+,23,16
2025,2025_09_BAL_MIA,MIA,down 9+,31,6
2025,2025_09_BAL_MIA,MIA,down 1-8,24,11
2025,2025_09_BAL_MIA,MIA,tied,4,2
2025,2025_09_BAL_MIA,MIA,up 1-8,2,1
2025,2025_09_CAR_GB,CAR,down 1-8,10,6
2025,2025_09_CAR_GB,CAR,tied,26,15
2025,2025_09_CAR_GB,CAR,up 1-8,18,12
2025,2025_09_CAR_GB,GB,down 1-8,46,18
2025,2025_09_CAR_GB,GB,tied,17,7
2025,2025_09_CHI_CIN,CHI,down 1-8,54,25
2025,2025_09_CHI_CIN,CHI,up 1-8,20,9
2025,2025_09_CHI_CIN,CHI,up 9+,3,3
2025,2025_09_CHI_CIN,CIN,down 9+,12,0
2025,2025_09_CHI_CIN,CIN,down 1-8,47,10
2025,2025_09_CHI_CIN,CIN,tied,6,4
2025,2025_09_DEN_HOU,DEN,down 1-8,36,12
2025,2025_09_DEN_HOU,DEN,tied,26,11
2025,2025_09_DEN_HOU,HOU,down 1-8,8,2
2025,2025_09_DEN_HOU,HOU,tied,35,13
2025,2025_09_DEN_HOU,HOU,up 1-8,29,13
2025,2025_09_IND_PIT,IND,down 9+,41,8
2025,2025_09_IND_PIT,IND,down 1-8,3,0
2025,2025_09_IND_PIT,IND,tied,15,5
2025,2025_09_IND_PIT,IND,up 1-8,14,6
2025,2025_09_IND_PIT,PIT,down 1-8,19,7
2025,2025_09_IND_PIT,PIT,tied,5,1
2025,2025_09_IND_PIT,PIT,up 1-8,11,3
2025,2025_09_IND_PIT,PIT,up 9+,25,11
2025,2025_09_JAX_LV,JAX,down 1-8,37,20
2025,2025_09_JAX_LV,JAX,tied,39,22
2025,2025_09_JAX_LV,LV,down 1-8,23,7
2025,2025_09_JAX_LV,LV,tied,36,11
2025,2025_09_JAX_LV,LV,up 1-8,2,1
2025,2025_09_KC_BUF,BUF,down 1-8,5,2
2025,2025_09_KC_BUF,BUF,tied,14,6
2025,2025_09_KC_BUF,BUF,up 1-8,44,26
2025,2025_09_KC_BUF,KC,down 9+,18,5
2025,2025_09_KC_BUF,KC,down 1-8,34,13
2025,2025_09_KC_BUF,KC,tied,6,2
2025,2025_09_LAC_TEN,LAC,down 1-8,21,9
2025,2025_09_LAC_TEN,LAC,tied,13,2
2025,2025_09_LAC_TEN,LAC,up 1-8,27,17
2025,2025_09_LAC_TEN,LAC,up 9+,3,1
2025,2025_09_LAC_TEN,TEN,down 9+,10,3
2025,2025_09_LAC_TEN,TEN,down 1-8,17,9
2025,2025_09_LAC_TEN,TEN,tied,14,5
2025,2025_09_LAC_TEN,TEN,up 1-8,3,2
2025,2025_09_MIN_DET,DET,down 9+,15,3
2025,2025_09_MIN_DET,DET,down 1-8,38,15
2025,2025_09_MIN_DET,DET,tied,9,2
2025,2025_09_MIN_DET,MIN,down 1-8,5,2
2025,2025_09_MIN_DET,MIN,tied,14,5
2025,2025_09_MIN_DET,MIN,up 1-8,36,18
2025,2025_09_NO_LA,LA,tied,12,4
2025,2025_09_NO_LA,LA,up 1-8,14,5
2025,2025_09_NO_LA,LA,up 9+,47,30
2025,2025_09_NO_LA,NO,down 9+,30,11
2025,2025_09_NO_LA,NO,down 1-8,6,1
2025,2025_09_NO_LA,NO,tied,3,2
2025,2025_09_SEA_WAS,SEA,tied,12,6
2025,2025_09_SEA_WAS,SEA,up 1-8,7,4
2025,2025_09_SEA_WAS,SEA,up 9+,29,14
2025,2025_09_SEA_WAS,WAS,down 9+,47,27
2025,2025_09_SEA_WAS,WAS,down 1-8,9,6
2025,2025_09_SEA_WAS,WAS,tied,6,3
2025,2025_09_SF_NYG,NYG,down 9+,35,12
2025,2025_09_SF_NYG,NYG,down 1-8,8,3
2025,2025_09_SF_NYG,NYG,tied,13,6
2025,2025_09_SF_NYG,SF,down 1-8,12,6
2025,2025_09_SF_NYG,SF,tied,8,4
2025,2025_09_SF_NYG,SF,up 1-8,9,4
2025,2025_09_SF_NYG,SF,up 9+,34,23
2025,2025_10_ARI_SEA,ARI,down 9+,71,22
2025,2025_10_ARI_SEA,ARI,down 1-8,3,1
2025,2025_10_ARI_SEA,SEA,tied,7,3
2025,2025_10_ARI_SEA,SEA,up 9+,47,38
2025,2025_10_ATL_IND,ATL,down 1-8,29,16
2025,2025_10_ATL_IND,ATL,tied,11,4
2025,2025_10_ATL_IND,ATL,up 1-8,20,8
2025,2025_10_ATL_IND,IND,down 1-8,44,24
2025,2025_10_ATL_IND,IND,tied,17,11
2025,2025_10_ATL_IND,IND,up 1-8,14,6
2025,2025_10_BAL_MIN,BAL,down 1-8,33,15
2025,2025_10_BAL_MIN,BAL,tied,3,1
2025,2025_10_BAL_MIN,BAL,up 1-8,23,17
2025,2025_10_BAL_MIN,BAL,up 9+,7,2
2025,2025_10_BAL_MIN,MIN,down 9+,27,5
2025,2025_10_BAL_MIN,MIN,down 1-8,7,2
2025,2025_10_BAL_MIN,MIN,tied,7,3
2025,2025_10_BAL_MIN,MIN,up 1-8,21,8
2025,2025_10_BUF_MIA,BUF,down 9+,57,19
2025,2025_10_BUF_MIA,BUF,down 1-8,6,2
2025,2025_10_BUF_MIA,BUF,tied,3,1
2025,2025_10_BUF_MIA,MIA,tied,15,10
2025,2025_10_BUF_MIA,MIA,up 1-8,3,1
2025,2025_10_BUF_MIA,MIA,up 9+,33,19
2025,2025_10_CLE_NYJ,CLE,down 9+,9,3
2025,2025_10_CLE_NYJ,CLE,down 1-8,34,16
2025,2025_10_CLE_NYJ,CLE,tied,27,13
2025,2025_10_CLE_NYJ,NYJ,tied,27,17
2025,2025_10_CLE_NYJ,NYJ,up 1-8,18,14
2025,2025_10_DET_WAS,DET,tied,10,5
2025,2025_10_DET_WAS,DET,up 1-8,9,3
2025,2025_10_DET_WAS,DET,up 9+,49,25
2025,2025_10_DET_WAS,WAS,down 9+,43,24
2025,2025_10_DET_WAS,WAS,down 1-8,6,1
2025,2025_10_DET_WAS,WAS,tied,3,2
2025,2025_10_JAX_HOU,HOU,down 9+,53,15
