season,game_id,team,state,plays,rush_att
2023,2023_01_TB_MIN,TB,up 1-8,10,8
2023,2023_01_TEN_NO,NO,down 1-8,34,11
2023,2023_01_TEN_NO,NO,tied,13,5
2023,2023_01_TEN_NO,NO,up 1-8,15,9
2023,2023_01_TEN_NO,TEN,down 1-8,19,6
2023,2023_01_TEN_NO,TEN,tied,29,10
2023,2023_01_TEN_NO,TEN,up 1-8,11,6
2023,2023_02_BAL_CIN,BAL,tied,33,15
2023,2023_02_BAL_CIN,BAL,up 1-8,33,19
2023,2023_02_BAL_CIN,BAL,up 9+,3,2
2023,2023_02_BAL_CIN,CIN,down 9+,32,6
2023,2023_02_BAL_CIN,CIN,down 1-8,25,9
2023,2023_02_CHI_TB,CHI,down 9+,23,6
2023,2023_02_CHI_TB,CHI,down 1-8,25,9
2023,2023_02_CHI_TB,CHI,up 1-8,3,1
2023,2023_02_CHI_TB,TB,down 1-8,14,9
2023,2023_02_CHI_TB,TB,tied,22,9
2023,2023_02_CHI_TB,TB,up 1-8,23,12
2023,2023_02_CHI_TB,TB,up 9+,7,2
2023,2023_02_CLE_PIT,CLE,down 1-8,50,21
2023,2023_02_CLE_PIT,CLE,tied,1,0
2023,2023_02_CLE_PIT,CLE,up 1-8,32,16
2023,2023_02_CLE_PIT,PIT,down 1-8,26,9
2023,2023_02_CLE_PIT,PIT,up 1-8,25,10
2023,2023_02_GB_ATL,ATL,down 9+,8,6
2023,2023_02_GB_ATL,ATL,down 1-8,52,31
2023,2023_02_GB_ATL,ATL,tied,17,7
2023,2023_02_GB_ATL,GB,down 1-8,15,5
2023,2023_02_GB_ATL,GB,tied,6,3
2023,2023_02_GB_ATL,GB,up 1-8,25,12
2023,2023_02_IND_HOU,HOU,down 9+,66,21
2023,2023_02_IND_HOU,HOU,down 1-8,10,4
2023,2023_02_IND_HOU,IND,tied,10,4
2023,2023_02_IND_HOU,IND,up 1-8,13,7
2023,2023_02_IND_HOU,IND,up 9+,33,12
2023,2023_02_KC_JAX,JAX,down 1-8,32,5
2023,2023_02_KC_JAX,JAX,tied,20,7
2023,2023_02_KC_JAX,JAX,up 1-8,12,6
2023,2023_02_KC_JAX,KC,down 1-8,14,3
2023,2023_02_KC_JAX,KC,tied,12,1
2023,2023_02_KC_JAX,KC,up 1-8,35,15
2023,2023_02_LAC_TEN,LAC,down 1-8,21,4
2023,2023_02_LAC_TEN,LAC,tied,16,4
2023,2023_02_LAC_TEN,LAC,up 1-8,28,13
2023,2023_02_LAC_TEN,LAC,up 9+,1,0
2023,2023_02_LAC_TEN,TEN,down 9+,3,2
2023,2023_02_LAC_TEN,TEN,down 1-8,36,18
2023,2023_02_LAC_TEN,TEN,tied,16,11
2023,2023_02_LAC_TEN,TEN,up 1-8,8,3
2023,2023_02_LV_BUF,BUF,down 1-8,10,5
2023,2023_02_LV_BUF,BUF,tied,11,4
2023,2023_02_LV_BUF,BUF,up 1-8,15,5
2023,2023_02_LV_BUF,BUF,up 9+,36,19
2023,2023_02_LV_BUF,LV,down 9+,15,6
2023,2023_02_LV_BUF,LV,down 1-8,12,5
2023,2023_02_LV_BUF,LV,tied,8,2
2023,2023_02_LV_BUF,LV,up 1-8,4,2
2023,2023_02_MIA_NE,MIA,tied,12,6
2023,2023_02_MIA_NE,MIA,up 1-8,29,15
2023,2023_02_MIA_NE,MIA,up 9+,19,8
2023,2023_02_MIA_NE,NE,down 9+,45,18
2023,2023_02_MIA_NE,NE,down 1-8,17,3
2023,2023_02_MIA_NE,NE,tied,8,3
2023,2023_02_MIN_PHI,MIN,down 9+,30,4
2023,2023_02_MIN_PHI,MIN,down 1-8,25,5
2023,2023_02_MIN_PHI,PHI,down 1-8,16,13
2023,2023_02_MIN_PHI,PHI,tied,8,3
2023,2023_02_MIN_PHI,PHI,up 1-8,30,22
2023,2023_02_MIN_PHI,PHI,up 9+,21,10
2023,2023_02_NO_CAR,CAR,down 9+,11,1
2023,2023_02_NO_CAR,CAR,down 1-8,35,16
2023,2023_02_NO_CAR,CAR,tied,11,2
2023,2023_02_NO_CAR,NO,down 1-8,14,6
2023,2023_02_NO_CAR,NO,tied,27,14
2023,2023_02_NO_CAR,NO,up 1-8,30,10
2023,2023_02_NYG_ARI,ARI,down 1-8,3,0
2023,2023_02_NYG_ARI,ARI,tied,18,9
2023,2023_02_NYG_ARI,ARI,up 1-8,10,4
2023,2023_02_NYG_ARI,ARI,up 9+,30,17
2023,2023_02_NYG_ARI,NYG,down 9+,46,17
2023,2023_02_NYG_ARI,NYG,down 1-8,11,5
2023,2023_02_NYG_ARI,NYG,tied,10,5
2023,2023_02_NYJ_DAL,DAL,tied,12,7
2023,2023_02_NYJ_DAL,DAL,up 1-8,40,17
2023,2023_02_NYJ_DAL,DAL,up 9+,28,17
2023,2023_02_NYJ_DAL,NYJ,down 9+,32,7
2023,2023_02_NYJ_DAL,NYJ,down 1-8,13,9
2023,2023_02_SEA_DET,DET,down 9+,10,3
2023,2023_02_SEA_DET,DET,down 1-8,17,5
2023,2023_02_SEA_DET,DET,tied,26,14
2023,2023_02_SEA_DET,DET,up 1-8,11,5
2023,2023_02_SEA_DET,SEA,down 1-8,32,12
2023,2023_02_SEA_DET,SEA,tied,31,12
2023,2023_02_SEA_DET,SEA,up 1-8,3,1
2023,2023_02_SF_LA,LA,down 9+,26,3
2023,2023_02_SF_LA,LA,down 1-8,24,7
2023,2023_02_SF_LA,LA,tied,27,12
2023,2023_02_SF_LA,SF,down 1-8,7,2
2023,2023_02_SF_LA,SF,tied,24,10
2023,2023_02_SF_LA,SF,up 1-8,19,12
2023,2023_02_SF_LA,SF,up 9+,4,4
2023,2023_02_WAS_DEN,DEN,down 9+,14,3
2023,2023_02_WAS_DEN,DEN,down 1-8,10,2
2023,2023_02_WAS_DEN,DEN,tied,20,10
2023,2023_02_WAS_DEN,DEN,up 1-8,4,1
2023,2023_02_WAS_DEN,DEN,up 9+,14,7
2023,2023_02_WAS_DEN,WAS,down 9+,23,5
2023,2023_02_WAS_DEN,WAS,down 1-8,21,8
2023,2023_02_WAS_DEN,WAS,tied,12,3
2023,2023_02_WAS_DEN,WAS,up 1-8,11,8
2023,2023_03_ATL_DET,ATL,down 9+,44,13
2023,2023_03_ATL_DET,ATL,down 1-8,12,5
2023,2023_03_ATL_DET,ATL,tied,9,2
2023,2023_03_ATL_DET,DET,tied,18,7
2023,2023_03_ATL_DET,DET,up 1-8,12,6
2023,2023_03_ATL_DET,DET,up 9+,31,15
2023,2023_03_BUF_WAS,BUF,tied,10,4
2023,2023_03_BUF_WAS,BUF,up 1-8,7,2
2023,2023_03_BUF_WAS,BUF,up 9+,46,25
2023,2023_03_BUF_WAS,WAS,down 9+,40,10
2023,2023_03_BUF_WAS,WAS,down 1-8,11,3
2023,2023_03_CAR_SEA,CAR,down 9+,33,3
2023,2023_03_CAR_SEA,CAR,down 1-8,17,4
2023,2023_03_CAR_SEA,CAR,tied,14,4
2023,2023_03_CAR_SEA,CAR,up 1-8,11,3
2023,2023_03_CAR_SEA,SEA,down 1-8,30,10
2023,2023_03_CAR_SEA,SEA,tied,10,2
2023,2023_03_CAR_SEA,SEA,up 1-8,19,12
2023,2023_03_CAR_SEA,SEA,up 9+,9,5
2023,2023_03_CHI_KC,CHI,down 9+,40,19
2023,2023_03_CHI_KC,CHI,down 1-8,7,5
2023,2023_03_CHI_KC,CHI,tied,4,2
2023,2023_03_CHI_KC,KC,tied,12,4
2023,2023_03_CHI_KC,KC,up 1-8,11,6
2023,2023_03_CHI_KC,KC,up 9+,50,25
2023,2023_03_DAL_ARI,ARI,tied,5,2
2023,2023_03_DAL_ARI,ARI,up 1-8,40,20
2023,2023_03_DAL_ARI,ARI,up 9+,8,7
2023,2023_03_DAL_ARI,DAL,down 9+,47,19
2023,2023_03_DAL_ARI,DAL,down 1-8,28,14
2023,2023_03_DEN_MIA,DEN,down 9+,56,18
2023,2023_03_DEN_MIA,DEN,down 1-8,3,2
2023,2023_03_DEN_MIA,MIA,tied,3,1
2023,2023_03_DEN_MIA,MIA,up 1-8,20,10
2023,2023_03_DEN_MIA,MIA,up 9+,47,31
2023,2023_03_HOU_JAX,HOU,tied,10,6
2023,2023_03_HOU_JAX,HOU,up 1-8,13,6
2023,2023_03_HOU_JAX,HOU,up 9+,33,14
2023,2023_03_HOU_JAX,JAX,down 9+,49,15
2023,2023_03_HOU_JAX,JAX,down 1-8,15,10
2023,2023_03_HOU_JAX,JAX,tied,5,2
2023,2023_03_IND_BAL,BAL,down 1-8,30,17
2023,2023_03_IND_BAL,BAL,tied,27,9
2023,2023_03_IND_BAL,BAL,up 1-8,15,11
2023,2023_03_IND_BAL,IND,down 1-8,43,15
2023,2023_03_IND_BAL,IND,tied,24,13
2023,2023_03_IND_BAL,IND,up 1-8,17,7
2023,2023_03_LAC_MIN,LAC,down 1-8,17,3
2023,2023_03_LAC_MIN,LAC,tied,18,3
2023,2023_03_LAC_MIN,LAC,up 1-8,28,8
2023,2023_03_LAC_MIN,MIN,down 9+,8,1
2023,2023_03_LAC_MIN,MIN,down 1-8,53,16
2023,2023_03_LAC_MIN,MIN,tied,17,7
2023,2023_03_LA_CIN,CIN,down 1-8,41,9
2023,2023_03_LA_CIN,CIN,tied,8,2
2023,2023_03_LA_CIN,CIN,up 1-8,18,6
2023,2023_03_LA_CIN,CIN,up 9+,3,3
2023,2023_03_LA_CIN,LA,down 9+,13,2
2023,2023_03_LA_CIN,LA,down 1-8,8,2
2023,2023_03_LA_CIN,LA,tied,19,4
2023,2023_03_LA_CIN,LA,up 1-8,12,5
2023,2023_03_NE_NYJ,NE,tied,6,2
2023,2023_03_NE_NYJ,NE,up 1-8,42,25
2023,2023_03_NE_NYJ,NE,up 9+,21,13
2023,2023_03_NE_NYJ,NYJ,down 9+,36,16
2023,2023_03_NE_NYJ,NYJ,down 1-8,21,5
2023,2023_03_NE_NYJ,NYJ,tied,3,1
2023,2023_03_NO_GB,GB,down 9+,41,13
2023,2023_03_NO_GB,GB,down 1-8,23,8
2023,2023_03_NO_GB,GB,tied,4,1
2023,2023_03_NO_GB,NO,down 1-8,7,1
2023,2023_03_NO_GB,NO,tied,12,6
2023,2023_03_NO_GB,NO,up 1-8,9,1
2023,2023_03_NO_GB,NO,up 9+,32,14
2023,2023_03_NYG_SF,NYG,down 9+,26,6
2023,2023_03_NYG_SF,NYG,down 1-8,18,4
2023,2023_03_NYG_SF,NYG,tied,3,1
2023,2023_03_NYG_SF,SF,tied,30,11
2023,2023_03_NYG_SF,SF,up 1-8,28,13
2023,2023_03_NYG_SF,SF,up 9+,17,12
2023,2023_03_PHI_TB,PHI,tied,22,7
2023,2023_03_PHI_TB,PHI,up 1-8,13,7
2023,2023_03_PHI_TB,PHI,up 9+,43,26
2023,2023_03_PHI_TB,TB,down 9+,16,6
2023,2023_03_PHI_TB,TB,down 1-8,19,6
2023,2023_03_PHI_TB,TB,tied,10,5
2023,2023_03_PIT_LV,LV,down 9+,27,9
2023,2023_03_PIT_LV,LV,down 1-8,20,3
2023,2023_03_PIT_LV,LV,tied,21,7
2023,2023_03_PIT_LV,PIT,down 1-8,3,1
2023,2023_03_PIT_LV,PIT,tied,19,10
2023,2023_03_PIT_LV,PIT,up 1-8,28,16
2023,2023_03_PIT_LV,PIT,up 9+,9,3
2023,2023_03_TEN_CLE,CLE,tied,20,7
2023,2023_03_TEN_CLE,CLE,up 1-8,13,4
2023,2023_03_TEN_CLE,CLE,up 9+,34,20
2023,2023_03_TEN_CLE,TEN,down 9+,29,10
2023,2023_03_TEN_CLE,TEN,down 1-8,16,5
2023,2023_04_ARI_SF,ARI,down 9+,57,22
2023,2023_04_ARI_SF,ARI,down 1-8,8,3
2023,2023_04_ARI_SF,ARI,tied,3,1
2023,2023_04_ARI_SF,SF,tied,8,5
2023,2023_04_ARI_SF,SF,up 1-8,17,9
2023,2023_04_ARI_SF,SF,up 9+,26,15
2023,2023_04_ATL_JAX,ATL,down 9+,51,20
2023,2023_04_ATL_JAX,ATL,down 1-8,3,0
2023,2023_04_ATL_JAX,ATL,tied,3,2
2023,2023_04_ATL_JAX,JAX,tied,14,7
2023,2023_04_ATL_JAX,JAX,up 1-8,7,3
2023,2023_04_ATL_JAX,JAX,up 9+,40,19
2023,2023_04_BAL_CLE,BAL,tied,7,4
2023,2023_04_BAL_CLE,BAL,up 1-8,16,11
2023,2023_04_BAL_CLE,BAL,up 9+,32,18
2023,2023_04_BAL_CLE,CLE,down 9+,38,13
2023,2023_04_BAL_CLE,CLE,down 1-8,16,8
2023,2023_04_BAL_CLE,CLE,tied,10,3
2023,2023_04_CIN_TEN,CIN,down 9+,26,7
2023,2023_04_CIN_TEN,CIN,down 1-8,3,0
2023,2023_04_CIN_TEN,CIN,tied,21,10
2023,2023_04_CIN_TEN,TEN,down 1-8,14,8
2023,2023_04_CIN_TEN,TEN,tied,8,2
2023,2023_04_CIN_TEN,TEN,up 1-8,4,2
2023,2023_04_CIN_TEN,TEN,up 9+,35,20
2023,2023_04_DEN_CHI,CHI,down 1-8,16,5
2023,2023_04_DEN_CHI,CHI,tied,19,11
2023,2023_04_DEN_CHI,CHI,up 1-8,10,5
2023,2023_04_DEN_CHI,CHI,up 9+,25,10
2023,2023_04_DEN_CHI,DEN,down 9+,25,10
2023,2023_04_DEN_CHI,DEN,down 1-8,4,1
2023,2023_04_DEN_CHI,DEN,tied,18,7
2023,2023_04_DET_GB,DET,down 1-8,7,4
2023,2023_04_DET_GB,DET,tied,3,1
2023,2023_04_DET_GB,DET,up 1-8,8,6
2023,2023_04_DET_GB,DET,up 9+,54,31
2023,2023_04_DET_GB,GB,down 9+,49,13
2023,2023_04_DET_GB,GB,down 1-8,3,0
2023,2023_04_DET_GB,GB,tied,3,0
2023,2023_04_KC_NYJ,KC,tied,27,11
2023,2023_04_KC_NYJ,KC,up 1-8,28,18
2023,2023_04_KC_NYJ,KC,up 9+,9,4
2023,2023_04_KC_NYJ,NYJ,down 9+,23,7
2023,2023_04_KC_NYJ,NYJ,down 1-8,28,8
2023,2023_04_KC_NYJ,NYJ,tied,7,2
2023,2023_04_LA_IND,IND,down 9+,36,19
2023,2023_04_LA_IND,IND,down 1-8,20,11
2023,2023_04_LA_IND,IND,tied,3,0
2023,2023_04_LA_IND,LA,tied,25,8
2023,2023_04_LA_IND,LA,up 1-8,16,8
2023,2023_04_LA_IND,LA,up 9+,37,20
2023,2023_04_LV_LAC,LAC,tied,20,8
2023,2023_04_LV_LAC,LAC,up 1-8,17,11
2023,2023_04_LV_LAC,LAC,up 9+,22,14
2023,2023_04_LV_LAC,LV,down 9+,49,16
2023,2023_04_LV_LAC,LV,down 1-8,20,7
2023,2023_04_MIA_BUF,BUF,tied,23,11
2023,2023_04_MIA_BUF,BUF,up 1-8,6,2
2023,2023_04_MIA_BUF,BUF,up 9+,23,12
2023,2023_04_MIA_BUF,MIA,down 9+,39,14
2023,2023_04_MIA_BUF,MIA,down 1-8,20,5
2023,2023_04_MIN_CAR,CAR,down 1-8,29,13
2023,2023_04_MIN_CAR,CAR,up 1-8,39,18
2023,2023_04_MIN_CAR,MIN,down 9+,10,4
2023,2023_04_MIN_CAR,MIN,down 1-8,16,7
2023,2023_04_MIN_CAR,MIN,tied,7,5
2023,2023_04_MIN_CAR,MIN,up 1-8,11,7
2023,2023_04_NE_DAL,DAL,tied,19,7
2023,2023_04_NE_DAL,DAL,up 1-8,3,0
2023,2023_04_NE_DAL,DAL,up 9+,44,19
2023,2023_04_NE_DAL,NE,down 9+,39,15
2023,2023_04_NE_DAL,NE,down 1-8,16,8
2023,2023_04_PIT_HOU,HOU,tied,12,9
2023,2023_04_PIT_HOU,HOU,up 1-8,8,4
2023,2023_04_PIT_HOU,HOU,up 9+,47,25
2023,2023_04_PIT_HOU,PIT,down 9+,48,20
2023,2023_04_PIT_HOU,PIT,down 1-8,8,5
2023,2023_04_SEA_NYG,NYG,down 9+,40,14
2023,2023_04_SEA_NYG,NYG,down 1-8,17,7
2023,2023_04_SEA_NYG,NYG,tied,17,8
2023,2023_04_SEA_NYG,SEA,tied,10,2
2023,2023_04_SEA_NYG,SEA,up 1-8,11,2
2023,2023_04_SEA_NYG,SEA,up 9+,30,19
2023,2023_04_TB_NO,NO,down 9+,32,9
2023,2023_04_TB_NO,NO,down 1-8,7,4
2023,2023_04_TB_NO,NO,tied,10,3
2023,2023_04_TB_NO,NO,up 1-8,11,2
2023,2023_04_TB_NO,TB,down 1-8,27,9
2023,2023_04_TB_NO,TB,up 1-8,25,11
2023,2023_04_TB_NO,TB,up 9+,13,10
2023,2023_04_WAS_PHI,PHI,down 9+,7,2
2023,2023_04_WAS_PHI,PHI,down 1-8,32,13
2023,2023_04_WAS_PHI,PHI,tied,19,7
2023,2023_04_WAS_PHI,PHI,up 1-8,10,6
2023,2023_04_WAS_PHI,WAS,down 1-8,27,6
2023,2023_04_WAS_PHI,WAS,tied,30,16
2023,2023_04_WAS_PHI,WAS,up 1-8,17,6
2023,2023_05_BAL_PIT,BAL,down 1-8,6,0
2023,2023_05_BAL_PIT,BAL,tied,13,6
2023,2023_05_BAL_PIT,BAL,up 1-8,43,16
2023,2023_05_BAL_PIT,BAL,up 9+,5,3
2023,2023_05_BAL_PIT,PIT,down 9+,16,4
2023,2023_05_BAL_PIT,PIT,down 1-8,38,17
2023,2023_05_BAL_PIT,PIT,tied,6,4
2023,2023_05_BAL_PIT,PIT,up 1-8,1,0
2023,2023_05_CAR_DET,CAR,down 9+,51,16
2023,2023_05_CAR_DET,CAR,down 1-8,6,3
2023,2023_05_CAR_DET,CAR,tied,8,4
2023,2023_05_CAR_DET,DET,tied,3,1
2023,2023_05_CAR_DET,DET,up 1-8,23,9
2023,2023_05_CAR_DET,DET,up 9+,31,17
2023,2023_05_CHI_WAS,CHI,tied,6,2
2023,2023_05_CHI_WAS,CHI,up 1-8,10,3
2023,2023_05_CHI_WAS,CHI,up 9+,48,27
2023,2023_05_CHI_WAS,WAS,down 9+,65,9
2023,2023_05_CHI_WAS,WAS,down 1-8,3,2
2023,2023_05_CIN_ARI,ARI,down 9+,33,13
2023,2023_05_CIN_ARI,ARI,down 1-8,16,7
2023,2023_05_CIN_ARI,ARI,tied,3,1
2023,2023_05_CIN_ARI,ARI,up 1-8,5,1
2023,2023_05_CIN_ARI,CIN,down 1-8,16,8
2023,2023_05_CIN_ARI,CIN,tied,11,4
2023,2023_05_CIN_ARI,CIN,up 1-8,40,12
2023,2023_05_CIN_ARI,CIN,up 9+,11,5
2023,2023_05_DAL_SF,DAL,down 9+,38,16
2023,2023_05_DAL_SF,DAL,down 1-8,10,2
2023,2023_05_DAL_SF,SF,tied,7,3
2023,2023_05_DAL_SF,SF,up 1-8,26,15
2023,2023_05_DAL_SF,SF,up 9+,33,22
2023,2023_05_GB_LV,GB,down 1-8,34,13
2023,2023_05_GB_LV,GB,tied,19,11
2023,2023_05_GB_LV,GB,up 1-8,4,1
2023,2023_05_GB_LV,LV,down 1-8,29,16
2023,2023_05_GB_LV,LV,tied,9,2
2023,2023_05_GB_LV,LV,up 1-8,23,9
2023,2023_05_HOU_ATL,ATL,down 1-8,38,18
2023,2023_05_HOU_ATL,ATL,tied,3,2
2023,2023_05_HOU_ATL,ATL,up 1-8,32,14
2023,2023_05_HOU_ATL,HOU,down 1-8,40,15
2023,2023_05_HOU_ATL,HOU,tied,5,3
2023,2023_05_HOU_ATL,HOU,up 1-8,13,5
2023,2023_05_JAX_BUF,BUF,down 9+,34,9
2023,2023_05_JAX_BUF,BUF,down 1-8,17,3
2023,2023_05_JAX_BUF,BUF,tied,3,1
2023,2023_05_JAX_BUF,JAX,tied,13,8
2023,2023_05_JAX_BUF,JAX,up 1-8,58,28
2023,2023_05_JAX_BUF,JAX,up 9+,11,4
2023,2023_05_KC_MIN,KC,down 1-8,8,1
2023,2023_05_KC_MIN,KC,tied,20,6
2023,2023_05_KC_MIN,KC,up 1-8,35,14
2023,2023_05_KC_MIN,MIN,down 9+,14,4
2023,2023_05_KC_MIN,MIN,down 1-8,52,14
2023,2023_05_KC_MIN,MIN,tied,1,0
2023,2023_05_NO_NE,NE,down 9+,39,13
2023,2023_05_NO_NE,NE,down 1-8,6,3
2023,2023_05_NO_NE,NE,tied,6,2
2023,2023_05_NO_NE,NO,tied,11,4
2023,2023_05_NO_NE,NO,up 1-8,8,5
2023,2023_05_NO_NE,NO,up 9+,47,29
2023,2023_05_NYG_MIA,MIA,tied,8,1
2023,2023_05_NYG_MIA,MIA,up 1-8,17,5
2023,2023_05_NYG_MIA,MIA,up 9+,27,16
2023,2023_05_NYG_MIA,NYG,down 9+,48,19
2023,2023_05_NYG_MIA,NYG,down 1-8,15,7
2023,2023_05_NYG_MIA,NYG,tied,5,3
2023,2023_05_NYJ_DEN,DEN,down 9+,11,3
2023,2023_05_NYJ_DEN,DEN,down 1-8,25,9
2023,2023_05_NYJ_DEN,DEN,up 1-8,21,11
2023,2023_05_NYJ_DEN,NYJ,down 1-8,27,12
2023,2023_05_NYJ_DEN,NYJ,tied,7,2
2023,2023_05_NYJ_DEN,NYJ,up 1-8,28,18
2023,2023_05_PHI_LA,LA,down 9+,11,1
2023,2023_05_PHI_LA,LA,down 1-8,38,10
2023,2023_05_PHI_LA,LA,tied,6,3
2023,2023_05_PHI_LA,PHI,down 1-8,4,2
2023,2023_05_PHI_LA,PHI,tied,35,13
2023,2023_05_PHI_LA,PHI,up 1-8,32,17
2023,2023_05_PHI_LA,PHI,up 9+,7,7
2023,2023_05_TEN_IND,IND,down 1-8,14,12
2023,2023_05_TEN_IND,IND,tied,6,1
2023,2023_05_TEN_IND,IND,up 1-8,40,20
2023,2023_05_TEN_IND,TEN,down 1-8,41,15
2023,2023_05_TEN_IND,TEN,tied,15,6
2023,2023_06_ARI_LA,ARI,down 9+,22,2
2023,2023_06_ARI_LA,ARI,down 1-8,9,4
2023,2023_06_ARI_LA,ARI,tied,14,4
2023,2023_06_ARI_LA,ARI,up 1-8,27,19
2023,2023_06_ARI_LA,LA,down 1-8,28,12
2023,2023_06_ARI_LA,LA,up 1-8,19,11
2023,2023_06_ARI_LA,LA,up 9+,6,5
2023,2023_06_BAL_TEN,BAL,tied,16,8
2023,2023_06_BAL_TEN,BAL,up 1-8,40,24
2023,2023_06_BAL_TEN,BAL,up 9+,13,6
2023,2023_06_BAL_TEN,TEN,down 9+,23,7
2023,2023_06_BAL_TEN,TEN,down 1-8,23,12
2023,2023_06_CAR_MIA,CAR,down 9+,25,8
2023,2023_06_CAR_MIA,CAR,down 1-8,13,2
2023,2023_06_CAR_MIA,CAR,tied,13,7
2023,2023_06_CAR_MIA,CAR,up 1-8,17,8
2023,2023_06_CAR_MIA,MIA,down 9+,9,3
2023,2023_06_CAR_MIA,MIA,down 1-8,6,4
2023,2023_06_CAR_MIA,MIA,tied,12,3
2023,2023_06_CAR_MIA,MIA,up 1-8,11,5
2023,2023_06_CAR_MIA,MIA,up 9+,24,15
2023,2023_06_DAL_LAC,DAL,down 1-8,9,4
2023,2023_06_DAL_LAC,DAL,tied,47,19
2023,2023_06_DAL_LAC,DAL,up 1-8,3,1
2023,2023_06_DAL_LAC,LAC,down 1-8,33,13
2023,2023_06_DAL_LAC,LAC,tied,28,10
2023,2023_06_DEN_KC,DEN,down 9+,30,12
2023,2023_06_DEN_KC,DEN,down 1-8,11,7
2023,2023_06_DEN_KC,DEN,tied,9,5
2023,2023_06_DEN_KC,KC,tied,8,3
2023,2023_06_DEN_KC,KC,up 1-8,30,12
2023,2023_06_DEN_KC,KC,up 9+,29,9
2023,2023_06_DET_TB,DET,tied,17,7
2023,2023_06_DET_TB,DET,up 1-8,31,8
2023,2023_06_DET_TB,DET,up 9+,20,6
2023,2023_06_DET_TB,TB,down 9+,20,2
2023,2023_06_DET_TB,TB,down 1-8,28,12
2023,2023_06_DET_TB,TB,tied,6,2
2023,2023_06_IND_JAX,IND,down 9+,59,13
2023,2023_06_IND_JAX,IND,down 1-8,1,0
2023,2023_06_IND_JAX,IND,tied,15,4
2023,2023_06_IND_JAX,JAX,down 1-8,13,8
2023,2023_06_IND_JAX,JAX,up 1-8,1,1
2023,2023_06_IND_JAX,JAX,up 9+,44,16
2023,2023_06_MIN_CHI,CHI,down 9+,18,9
2023,2023_06_MIN_CHI,CHI,down 1-8,37,22
2023,2023_06_MIN_CHI,CHI,tied,9,4
2023,2023_06_MIN_CHI,MIN,tied,27,10
2023,2023_06_MIN_CHI,MIN,up 1-8,19,7
2023,2023_06_MIN_CHI,MIN,up 9+,8,4
2023,2023_06_NE_LV,LV,tied,15,8
2023,2023_06_NE_LV,LV,up 1-8,47,22
2023,2023_06_NE_LV,NE,down 9+,35,13
2023,2023_06_NE_LV,NE,down 1-8,20,5
2023,2023_06_NO_HOU,HOU,tied,26,12
2023,2023_06_NO_HOU,HOU,up 1-8,33,18
2023,2023_06_NO_HOU,NO,down 9+,21,4
2023,2023_06_NO_HOU,NO,down 1-8,49,18
2023,2023_06_NO_HOU,NO,tied,8,3
2023,2023_06_NYG_BUF,BUF,down 1-8,47,25
2023,2023_06_NYG_BUF,BUF,tied,9,2
2023,2023_06_NYG_BUF,BUF,up 1-8,3,2
2023,2023_06_NYG_BUF,NYG,down 1-8,26,10
2023,2023_06_NYG_BUF,NYG,tied,14,8
2023,2023_06_NYG_BUF,NYG,up 1-8,31,16
2023,2023_06_PHI_NYJ,NYJ,down 9+,7,1
2023,2023_06_PHI_NYJ,NYJ,down 1-8,45,16
2023,2023_06_PHI_NYJ,NYJ,tied,5,2
2023,2023_06_PHI_NYJ,NYJ,up 1-8,1,0
2023,2023_06_PHI_NYJ,PHI,down 1-8,4,0
2023,2023_06_PHI_NYJ,PHI,tied,19,7
2023,2023_06_PHI_NYJ,PHI,up 1-8,46,15
2023,2023_06_SEA_CIN,CIN,down 1-8,13,2
2023,2023_06_SEA_CIN,CIN,tied,7,3
2023,2023_06_SEA_CIN,CIN,up 1-8,32,9
2023,2023_06_SEA_CIN,SEA,down 1-8,56,18
2023,2023_06_SEA_CIN,SEA,tied,14,7
2023,2023_06_SF_CLE,CLE,down 9+,5,2
2023,2023_06_SF_CLE,CLE,down 1-8,51,26
2023,2023_06_SF_CLE,CLE,tied,8,3
2023,2023_06_SF_CLE,CLE,up 1-8,5,2
2023,2023_06_SF_CLE,SF,down 1-8,14,5
2023,2023_06_SF_CLE,SF,tied,11,6
2023,2023_06_SF_CLE,SF,up 1-8,28,13
2023,2023_06_WAS_ATL,ATL,down 9+,27,12
2023,2023_06_WAS_ATL,ATL,down 1-8,49,17
2023,2023_06_WAS_ATL,ATL,up 1-8,3,1
2023,2023_06_WAS_ATL,WAS,down 1-8,9,3
2023,2023_06_WAS_ATL,WAS,tied,11,3
2023,2023_06_WAS_ATL,WAS,up 1-8,23,10
2023,2023_06_WAS_ATL,WAS,up 9+,5,4
2023,2023_07_ARI_SEA,ARI,down 9+,6,0
2023,2023_07_ARI_SEA,ARI,down 1-8,48,21
2023,2023_07_ARI_SEA,ARI,tied,9,4
2023,2023_07_ARI_SEA,SEA,down 1-8,9,2
2023,2023_07_ARI_SEA,SEA,tied,11,5
2023,2023_07_ARI_SEA,SEA,up 1-8,36,23
2023,2023_07_ATL_TB,ATL,tied,51,27
2023,2023_07_ATL_TB,ATL,up 1-8,13,11
2023,2023_07_ATL_TB,TB,down 1-8,43,13
2023,2023_07_ATL_TB,TB,tied,21,6
2023,2023_07_BUF_NE,BUF,down 9+,39,13
2023,2023_07_BUF_NE,BUF,down 1-8,27,11
2023,2023_07_BUF_NE,NE,down 1-8,8,1
2023,2023_07_BUF_NE,NE,tied,8,5
2023,2023_07_BUF_NE,NE,up 1-8,33,16
2023,2023_07_BUF_NE,NE,up 9+,7,3
