season,team,game_number,game_pk,date,opponent,home,runs_for,runs_against,won
2014,Baltimore Orioles,3,380578,2014-04-03,Boston Red Sox,1,3,4,0
2014,Baltimore Orioles,4,380592,2014-04-04,Detroit Tigers,0,4,10,0
2014,Baltimore Orioles,5,380607,2014-04-05,Detroit Tigers,0,6,7,0
2014,Baltimore Orioles,6,380622,2014-04-06,Detroit Tigers,0,3,1,1
2014,Baltimore Orioles,7,380635,2014-04-07,New York Yankees,0,2,4,0
2014,Baltimore Orioles,8,380645,2014-04-08,New York Yankees,0,14,5,1
2014,Baltimore Orioles,9,380658,2014-04-09,New York Yankees,0,5,4,1
2014,Baltimore Orioles,10,380693,2014-04-11,Toronto Blue Jays,1,0,2,0
2014,Baltimore Orioles,11,380708,2014-04-12,Toronto Blue Jays,1,2,1,1
2014,Baltimore Orioles,12,380723,2014-04-13,Toronto Blue Jays,1,3,11,0
2014,Baltimore Orioles,13,380732,2014-04-14,Tampa Bay Rays,1,7,1,1
2014,Baltimore Orioles,14,380761,2014-04-16,Tampa Bay Rays,1,3,0,1
2014,Baltimore Orioles,15,380778,2014-04-18,Boston Red Sox,0,8,4,1
2014,Baltimore Orioles,16,380793,2014-04-19,Boston Red Sox,0,2,4,0
2014,Baltimore Orioles,17,380808,2014-04-20,Boston Red Sox,0,5,6,0
2014,Baltimore Orioles,18,380822,2014-04-21,Boston Red Sox,0,7,6,1
2014,Baltimore Orioles,19,380835,2014-04-22,Toronto Blue Jays,0,3,9,0
2014,Baltimore Orioles,20,380850,2014-04-23,Toronto Blue Jays,0,10,8,1
2014,Baltimore Orioles,21,380864,2014-04-24,Toronto Blue Jays,0,11,4,1
2014,Baltimore Orioles,22,380881,2014-04-25,Kansas City Royals,1,0,5,0
2014,Baltimore Orioles,23,380896,2014-04-26,Kansas City Royals,1,3,2,1
2014,Baltimore Orioles,24,380911,2014-04-27,Kansas City Royals,1,3,9,0
2014,Baltimore Orioles,25,380935,2014-05-01,Pittsburgh Pirates,1,5,1,1
2014,Baltimore Orioles,26,380950,2014-05-01,Pittsburgh Pirates,1,6,5,1
2014,Baltimore Orioles,27,380964,2014-05-02,Minnesota Twins,0,3,0,1
2014,Baltimore Orioles,28,380979,2014-05-03,Minnesota Twins,0,1,6,0
2014,Baltimore Orioles,29,380994,2014-05-04,Minnesota Twins,0,2,5,0
2014,Baltimore Orioles,30,381022,2014-05-06,Tampa Bay Rays,0,5,3,1
2014,Baltimore Orioles,31,381037,2014-05-07,Tampa Bay Rays,0,4,3,1
2014,Baltimore Orioles,32,381051,2014-05-08,Tampa Bay Rays,0,3,1,1
2014,Baltimore Orioles,33,381066,2014-05-09,Houston Astros,1,4,3,1
2014,Baltimore Orioles,34,381081,2014-05-10,Houston Astros,1,5,4,1
2014,Baltimore Orioles,35,381096,2014-05-11,Houston Astros,1,2,5,0
2014,Baltimore Orioles,36,381109,2014-05-12,Detroit Tigers,1,1,4,0
2014,Baltimore Orioles,37,381122,2014-05-13,Detroit Tigers,1,1,4,0
2014,Baltimore Orioles,38,381137,2014-05-14,Detroit Tigers,1,5,7,0
2014,Baltimore Orioles,39,381145,2014-05-15,Kansas City Royals,0,2,1,1
2014,Baltimore Orioles,40,381155,2014-05-16,Kansas City Royals,0,4,0,1
2014,Baltimore Orioles,41,381170,2014-05-17,Kansas City Royals,0,0,1,0
2014,Baltimore Orioles,42,381185,2014-05-18,Kansas City Royals,0,6,8,0
2014,Baltimore Orioles,43,381205,2014-05-20,Pittsburgh Pirates,0,9,2,1
2014,Baltimore Orioles,44,381220,2014-05-21,Pittsburgh Pirates,0,8,9,0
2014,Baltimore Orioles,45,381236,2014-05-22,Cleveland Indians,1,7,8,0
2014,Baltimore Orioles,46,381250,2014-05-23,Cleveland Indians,1,8,4,1
2014,Baltimore Orioles,47,381265,2014-05-24,Cleveland Indians,1,0,9,0
2014,Baltimore Orioles,48,381280,2014-05-25,Cleveland Indians,1,4,2,1
2014,Baltimore Orioles,49,381293,2014-05-26,Milwaukee Brewers,0,7,6,1
2014,Baltimore Orioles,50,381308,2014-05-27,Milwaukee Brewers,0,6,7,0
2014,Baltimore Orioles,51,381324,2014-05-28,Milwaukee Brewers,0,3,8,0
2014,Baltimore Orioles,52,381339,2014-05-29,Houston Astros,0,1,3,0
2014,Baltimore Orioles,53,381349,2014-05-30,Houston Astros,0,1,2,0
2014,Baltimore Orioles,54,381364,2014-05-31,Houston Astros,0,4,1,1
2014,Baltimore Orioles,55,381379,2014-06-01,Houston Astros,0,9,4,1
2014,Baltimore Orioles,56,381400,2014-06-03,Texas Rangers,0,8,3,1
2014,Baltimore Orioles,57,381415,2014-06-04,Texas Rangers,0,6,5,1
2014,Baltimore Orioles,58,381430,2014-06-05,Texas Rangers,0,6,8,0
2014,Baltimore Orioles,59,381449,2014-06-06,Oakland Athletics,1,3,4,0
2014,Baltimore Orioles,60,381464,2014-06-07,Oakland Athletics,1,6,3,1
2014,Baltimore Orioles,61,381479,2014-06-08,Oakland Athletics,1,1,11,0
2014,Baltimore Orioles,62,381485,2014-06-09,Boston Red Sox,1,4,0,1
2014,Baltimore Orioles,63,381497,2014-06-10,Boston Red Sox,1,0,1,0
2014,Baltimore Orioles,64,381513,2014-06-11,Boston Red Sox,1,6,0,1
2014,Baltimore Orioles,65,381535,2014-06-12,Toronto Blue Jays,1,4,2,1
2014,Baltimore Orioles,66,381550,2014-06-13,Toronto Blue Jays,1,0,4,0
2014,Baltimore Orioles,67,381565,2014-06-14,Toronto Blue Jays,1,3,2,1
2014,Baltimore Orioles,68,381580,2014-06-15,Toronto Blue Jays,1,2,5,0
2014,Baltimore Orioles,69,381583,2014-06-16,Tampa Bay Rays,0,4,5,0
2014,Baltimore Orioles,70,381594,2014-06-17,Tampa Bay Rays,0,7,5,1
2014,Baltimore Orioles,71,381609,2014-06-18,Tampa Bay Rays,0,2,0,1
2014,Baltimore Orioles,72,381635,2014-06-20,New York Yankees,0,3,5,0
2014,Baltimore Orioles,73,381650,2014-06-21,New York Yankees,0,6,1,1
2014,Baltimore Orioles,74,381665,2014-06-22,New York Yankees,0,8,0,1
2014,Baltimore Orioles,75,381680,2014-06-23,Chicago White Sox,1,6,4,1
2014,Baltimore Orioles,76,381693,2014-06-24,Chicago White Sox,1,2,4,0
2014,Baltimore Orioles,77,381708,2014-06-25,Chicago White Sox,1,5,4,1
2014,Baltimore Orioles,78,380746,2014-06-27,Tampa Bay Rays,1,2,5,0
2014,Baltimore Orioles,79,381743,2014-06-27,Tampa Bay Rays,1,4,1,1
2014,Baltimore Orioles,80,381758,2014-06-28,Tampa Bay Rays,1,4,5,0
2014,Baltimore Orioles,81,381773,2014-06-29,Tampa Bay Rays,1,7,12,0
2014,Baltimore Orioles,82,381785,2014-06-30,Texas Rangers,1,7,1,1
2014,Baltimore Orioles,83,381800,2014-07-01,Texas Rangers,1,8,3,1
2014,Baltimore Orioles,84,381815,2014-07-02,Texas Rangers,1,6,4,1
2014,Baltimore Orioles,85,381823,2014-07-03,Texas Rangers,1,5,2,1
2014,Baltimore Orioles,86,381826,2014-07-05,Boston Red Sox,0,2,3,0
2014,Baltimore Orioles,87,381841,2014-07-05,Boston Red Sox,0,7,4,1
2014,Baltimore Orioles,88,381856,2014-07-06,Boston Red Sox,0,7,6,1
2014,Baltimore Orioles,89,381871,2014-07-07,Washington Nationals,0,8,2,1
2014,Baltimore Orioles,90,381913,2014-07-09,Washington Nationals,1,2,6,0
2014,Baltimore Orioles,91,381925,2014-07-10,Washington Nationals,1,4,3,1
2014,Baltimore Orioles,92,381934,2014-07-11,New York Yankees,1,3,2,1
2014,Baltimore Orioles,93,381949,2014-07-12,New York Yankees,1,0,3,0
2014,Baltimore Orioles,94,381964,2014-07-13,New York Yankees,1,3,1,1
2014,Baltimore Orioles,95,381972,2014-07-18,Oakland Athletics,0,4,5,0
2014,Baltimore Orioles,96,381987,2014-07-19,Oakland Athletics,0,8,4,1
2014,Baltimore Orioles,97,382002,2014-07-20,Oakland Athletics,0,2,10,0
2014,Baltimore Orioles,98,382017,2014-07-21,Los Angeles Angels,0,4,2,1
2014,Baltimore Orioles,99,382029,2014-07-22,Los Angeles Angels,0,4,2,1
2014,Baltimore Orioles,100,382044,2014-07-23,Los Angeles Angels,0,2,3,0
2014,Baltimore Orioles,101,382059,2014-07-24,Seattle Mariners,0,4,0,1
2014,Baltimore Orioles,102,382071,2014-07-25,Seattle Mariners,0,2,1,1
2014,Baltimore Orioles,103,382086,2014-07-26,Seattle Mariners,0,3,4,0
2014,Baltimore Orioles,104,382101,2014-07-27,Seattle Mariners,0,3,2,1
2014,Baltimore Orioles,105,382125,2014-07-29,Los Angeles Angels,1,7,6,1
2014,Baltimore Orioles,106,382140,2014-07-30,Los Angeles Angels,1,4,3,1
2014,Baltimore Orioles,107,382155,2014-07-31,Los Angeles Angels,1,0,1,0
2014,Baltimore Orioles,108,382177,2014-08-01,Seattle Mariners,1,2,1,1
2014,Baltimore Orioles,109,382192,2014-08-02,Seattle Mariners,1,3,6,0
2014,Baltimore Orioles,110,382207,2014-08-03,Seattle Mariners,1,1,0,1
2014,Baltimore Orioles,111,381885,2014-08-04,Washington Nationals,0,7,3,1
2014,Baltimore Orioles,112,382219,2014-08-05,Toronto Blue Jays,0,9,3,1
2014,Baltimore Orioles,113,382233,2014-08-06,Toronto Blue Jays,0,1,5,0
2014,Baltimore Orioles,114,382247,2014-08-07,Toronto Blue Jays,0,2,1,1
2014,Baltimore Orioles,115,382271,2014-08-08,St. Louis Cardinals,1,12,2,1
2014,Baltimore Orioles,116,382286,2014-08-09,St. Louis Cardinals,1,10,3,1
2014,Baltimore Orioles,117,382301,2014-08-10,St. Louis Cardinals,1,3,8,0
2014,Baltimore Orioles,118,382310,2014-08-11,New York Yankees,1,11,3,1
2014,Baltimore Orioles,119,382338,2014-08-13,New York Yankees,1,5,3,1
2014,Baltimore Orioles,120,382358,2014-08-15,Cleveland Indians,0,1,2,0
2014,Baltimore Orioles,121,382373,2014-08-16,Cleveland Indians,0,0,6,0
2014,Baltimore Orioles,122,382388,2014-08-17,Cleveland Indians,0,4,1,1
2014,Baltimore Orioles,123,382404,2014-08-18,Chicago White Sox,0,8,2,1
2014,Baltimore Orioles,124,382412,2014-08-19,Chicago White Sox,0,5,1,1
2014,Baltimore Orioles,125,382427,2014-08-20,Chicago White Sox,0,4,3,1
2014,Baltimore Orioles,126,382449,2014-08-22,Chicago Cubs,0,1,4,0
2014,Baltimore Orioles,127,382464,2014-08-23,Chicago Cubs,0,2,7,0
2014,Baltimore Orioles,128,382479,2014-08-24,Chicago Cubs,0,1,2,0
2014,Baltimore Orioles,129,382498,2014-08-25,Tampa Bay Rays,1,9,1,1
2014,Baltimore Orioles,130,382513,2014-08-26,Tampa Bay Rays,1,4,2,1
2014,Baltimore Orioles,131,382528,2014-08-27,Tampa Bay Rays,1,1,3,0
2014,Baltimore Orioles,132,382538,2014-08-28,Tampa Bay Rays,1,5,4,1
2014,Baltimore Orioles,133,382549,2014-08-29,Minnesota Twins,1,9,1,1
2014,Baltimore Orioles,134,382564,2014-08-30,Minnesota Twins,1,3,2,1
2014,Baltimore Orioles,135,382579,2014-08-31,Minnesota Twins,1,12,8,1
2014,Baltimore Orioles,136,382589,2014-09-01,Minnesota Twins,1,4,6,0
2014,Baltimore Orioles,137,382601,2014-09-02,Cincinnati Reds,1,5,4,1
2014,Baltimore Orioles,138,382616,2014-09-03,Cincinnati Reds,1,6,0,1
2014,Baltimore Orioles,139,382630,2014-09-04,Cincinnati Reds,1,9,7,1
2014,Baltimore Orioles,140,382637,2014-09-05,Tampa Bay Rays,0,0,3,0
2014,Baltimore Orioles,141,382652,2014-09-06,Tampa Bay Rays,0,2,3,0
2014,Baltimore Orioles,142,382667,2014-09-07,Tampa Bay Rays,0,7,5,1
2014,Baltimore Orioles,143,382680,2014-09-08,Boston Red Sox,0,4,0,1
2014,Baltimore Orioles,144,382693,2014-09-09,Boston Red Sox,0,4,1,1
2014,Baltimore Orioles,145,382708,2014-09-10,Boston Red Sox,0,10,6,1
2014,Baltimore Orioles,146,382324,2014-09-12,New York Yankees,1,2,1,1
2014,Baltimore Orioles,147,382740,2014-09-12,New York Yankees,1,5,0,1
2014,Baltimore Orioles,148,382755,2014-09-13,New York Yankees,1,2,3,0
2014,Baltimore Orioles,149,382770,2014-09-14,New York Yankees,1,3,2,1
2014,Baltimore Orioles,150,382785,2014-09-15,Toronto Blue Jays,1,5,2,1
2014,Baltimore Orioles,151,382800,2014-09-16,Toronto Blue Jays,1,8,2,1
2014,Baltimore Orioles,152,382815,2014-09-17,Toronto Blue Jays,1,6,1,1
2014,Baltimore Orioles,153,382828,2014-09-19,Boston Red Sox,1,3,5,0
2014,Baltimore Orioles,154,382843,2014-09-20,Boston Red Sox,1,7,2,1
2014,Baltimore Orioles,155,382858,2014-09-21,Boston Red Sox,1,2,3,0
2014,Baltimore Orioles,156,382874,2014-09-22,New York Yankees,0,0,5,0
2014,Baltimore Orioles,157,382885,2014-09-23,New York Yankees,0,5,4,1
2014,Baltimore Orioles,158,382900,2014-09-24,New York Yankees,0,9,5,1
2014,Baltimore Orioles,159,382913,2014-09-25,New York Yankees,0,5,6,0
2014,Baltimore Orioles,160,382926,2014-09-26,Toronto Blue Jays,0,2,4,0
2014,Baltimore Orioles,161,382941,2014-09-27,Toronto Blue Jays,0,2,4,0
2014,Baltimore Orioles,162,382956,2014-09-28,Toronto Blue Jays,0,1,0,1
2014,Boston Red Sox,1,380541,2014-03-31,Baltimore Orioles,0,1,2,0
2014,Boston Red Sox,2,380564,2014-04-02,Baltimore Orioles,0,6,2,1
2014,Boston Red Sox,3,380578,2014-04-03,Baltimore Orioles,0,4,3,1
2014,Boston Red Sox,4,380595,2014-04-04,Milwaukee Brewers,1,2,6,0
2014,Boston Red Sox,5,380610,2014-04-05,Milwaukee Brewers,1,6,7,0
2014,Boston Red Sox,6,380625,2014-04-06,Milwaukee Brewers,1,0,4,0
2014,Boston Red Sox,7,380642,2014-04-07,Texas Rangers,1,5,1,1
2014,Boston Red Sox,8,380655,2014-04-08,Texas Rangers,1,7,10,0
2014,Boston Red Sox,9,380670,2014-04-09,Texas Rangers,1,4,2,1
2014,Boston Red Sox,10,380672,2014-04-10,New York Yankees,0,1,4,0
2014,Boston Red Sox,11,380680,2014-04-11,New York Yankees,0,4,2,1
2014,Boston Red Sox,12,380695,2014-04-12,New York Yankees,0,4,7,0
2014,Boston Red Sox,13,380710,2014-04-13,New York Yankees,0,2,3,0
2014,Boston Red Sox,14,380735,2014-04-15,Chicago White Sox,0,1,2,0
2014,Boston Red Sox,15,380750,2014-04-16,Chicago White Sox,0,6,4,1
2014,Boston Red Sox,16,380765,2014-04-17,Chicago White Sox,0,3,1,1
2014,Boston Red Sox,17,380778,2014-04-18,Baltimore Orioles,1,4,8,0
2014,Boston Red Sox,18,380793,2014-04-19,Baltimore Orioles,1,4,2,1
2014,Boston Red Sox,19,380808,2014-04-20,Baltimore Orioles,1,6,5,1
2014,Boston Red Sox,20,380822,2014-04-21,Baltimore Orioles,1,6,7,0
2014,Boston Red Sox,21,380842,2014-04-22,New York Yankees,1,3,9,0
2014,Boston Red Sox,22,380857,2014-04-23,New York Yankees,1,5,1,1
2014,Boston Red Sox,23,380869,2014-04-24,New York Yankees,1,5,14,0
2014,Boston Red Sox,24,380875,2014-04-25,Toronto Blue Jays,0,8,1,1
2014,Boston Red Sox,25,380890,2014-04-26,Toronto Blue Jays,0,7,6,1
2014,Boston Red Sox,26,380905,2014-04-27,Toronto Blue Jays,0,1,7,0
2014,Boston Red Sox,27,380938,2014-04-29,Tampa Bay Rays,1,7,4,1
2014,Boston Red Sox,28,380953,2014-05-01,Tampa Bay Rays,1,1,2,0
2014,Boston Red Sox,29,380961,2014-05-01,Tampa Bay Rays,1,5,6,0
2014,Boston Red Sox,30,380970,2014-05-02,Oakland Athletics,1,7,1,1
2014,Boston Red Sox,31,380985,2014-05-03,Oakland Athletics,1,6,3,1
2014,Boston Red Sox,32,381000,2014-05-04,Oakland Athletics,1,2,3,0
2014,Boston Red Sox,33,381024,2014-05-06,Cincinnati Reds,1,4,3,1
2014,Boston Red Sox,34,381039,2014-05-07,Cincinnati Reds,1,4,3,1
2014,Boston Red Sox,35,381062,2014-05-09,Texas Rangers,0,0,8,0
2014,Boston Red Sox,36,381077,2014-05-10,Texas Rangers,0,8,3,1
2014,Boston Red Sox,37,381092,2014-05-11,Texas Rangers,0,5,2,1
2014,Boston Red Sox,38,381117,2014-05-13,Minnesota Twins,0,6,8,0
2014,Boston Red Sox,39,381132,2014-05-14,Minnesota Twins,0,9,4,1
2014,Boston Red Sox,40,381146,2014-05-15,Minnesota Twins,0,3,4,0
2014,Boston Red Sox,41,381158,2014-05-16,Detroit Tigers,1,0,1,0
2014,Boston Red Sox,42,381173,2014-05-17,Detroit Tigers,1,1,6,0
2014,Boston Red Sox,43,381188,2014-05-18,Detroit Tigers,1,2,6,0
2014,Boston Red Sox,44,381218,2014-05-20,Toronto Blue Jays,1,4,7,0
2014,Boston Red Sox,45,381233,2014-05-21,Toronto Blue Jays,1,4,6,0
2014,Boston Red Sox,46,381245,2014-05-22,Toronto Blue Jays,1,2,7,0
2014,Boston Red Sox,47,381248,2014-05-23,Tampa Bay Rays,0,0,1,0
2014,Boston Red Sox,48,381263,2014-05-24,Tampa Bay Rays,0,5,6,0
2014,Boston Red Sox,49,381278,2014-05-25,Tampa Bay Rays,0,5,8,0
2014,Boston Red Sox,50,381294,2014-05-26,Atlanta Braves,0,8,6,1
2014,Boston Red Sox,51,381309,2014-05-27,Atlanta Braves,0,6,3,1
2014,Boston Red Sox,52,381323,2014-05-28,Atlanta Braves,1,4,0,1
2014,Boston Red Sox,53,381338,2014-05-29,Atlanta Braves,1,4,3,1
2014,Boston Red Sox,54,381360,2014-05-30,Tampa Bay Rays,1,3,2,1
2014,Boston Red Sox,55,381375,2014-05-31,Tampa Bay Rays,1,7,1,1
2014,Boston Red Sox,56,381390,2014-06-01,Tampa Bay Rays,1,4,0,1
2014,Boston Red Sox,57,381392,2014-06-02,Cleveland Indians,0,2,3,0
2014,Boston Red Sox,58,381401,2014-06-03,Cleveland Indians,0,3,5,0
2014,Boston Red Sox,59,381416,2014-06-04,Cleveland Indians,0,4,7,0
2014,Boston Red Sox,60,381440,2014-06-06,Detroit Tigers,0,2,6,0
2014,Boston Red Sox,61,381455,2014-06-07,Detroit Tigers,0,6,8,0
2014,Boston Red Sox,62,381470,2014-06-08,Detroit Tigers,0,5,3,1
2014,Boston Red Sox,63,381485,2014-06-09,Baltimore Orioles,0,0,4,0
2014,Boston Red Sox,64,381497,2014-06-10,Baltimore Orioles,0,1,0,1
2014,Boston Red Sox,65,381513,2014-06-11,Baltimore Orioles,0,0,6,0
2014,Boston Red Sox,66,381529,2014-06-12,Cleveland Indians,1,5,2,1
2014,Boston Red Sox,67,381541,2014-06-13,Cleveland Indians,1,10,3,1
2014,Boston Red Sox,68,381556,2014-06-14,Cleveland Indians,1,2,3,0
2014,Boston Red Sox,69,381571,2014-06-15,Cleveland Indians,1,2,3,0
2014,Boston Red Sox,70,381588,2014-06-16,Minnesota Twins,1,1,0,1
2014,Boston Red Sox,71,381601,2014-06-17,Minnesota Twins,1,2,1,1
2014,Boston Red Sox,72,381616,2014-06-18,Minnesota Twins,1,2,1,1
2014,Boston Red Sox,73,381625,2014-06-19,Oakland Athletics,0,2,4,0
2014,Boston Red Sox,74,381636,2014-06-20,Oakland Athletics,0,3,4,0
2014,Boston Red Sox,75,381651,2014-06-21,Oakland Athletics,0,1,2,0
2014,Boston Red Sox,76,381666,2014-06-22,Oakland Athletics,0,7,6,1
2014,Boston Red Sox,77,381679,2014-06-23,Seattle Mariners,0,3,12,0
2014,Boston Red Sox,78,381692,2014-06-24,Seattle Mariners,0,2,8,0
2014,Boston Red Sox,79,381707,2014-06-25,Seattle Mariners,0,5,4,1
2014,Boston Red Sox,80,381733,2014-06-27,New York Yankees,0,0,6,0
2014,Boston Red Sox,81,381748,2014-06-28,New York Yankees,0,2,1,1
2014,Boston Red Sox,82,381763,2014-06-29,New York Yankees,0,8,5,1
2014,Boston Red Sox,83,381776,2014-06-30,Chicago Cubs,1,0,2,0
2014,Boston Red Sox,84,381788,2014-07-01,Chicago Cubs,1,1,2,0
2014,Boston Red Sox,85,381803,2014-07-02,Chicago Cubs,1,9,16,0
2014,Boston Red Sox,86,381826,2014-07-05,Baltimore Orioles,1,3,2,1
2014,Boston Red Sox,87,381841,2014-07-05,Baltimore Orioles,1,4,7,0
2014,Boston Red Sox,88,381856,2014-07-06,Baltimore Orioles,1,6,7,0
2014,Boston Red Sox,89,381872,2014-07-07,Chicago White Sox,1,0,4,0
2014,Boston Red Sox,90,381886,2014-07-08,Chicago White Sox,1,3,8,0
2014,Boston Red Sox,91,381900,2014-07-09,Chicago White Sox,1,5,4,1
2014,Boston Red Sox,92,381916,2014-07-10,Chicago White Sox,1,4,3,1
2014,Boston Red Sox,93,381929,2014-07-11,Houston Astros,0,8,3,1
2014,Boston Red Sox,94,381944,2014-07-12,Houston Astros,0,2,3,0
2014,Boston Red Sox,95,381959,2014-07-13,Houston Astros,0,11,0,1
2014,Boston Red Sox,96,381978,2014-07-18,Kansas City Royals,1,5,4,1
2014,Boston Red Sox,97,381993,2014-07-19,Kansas City Royals,1,2,1,1
2014,Boston Red Sox,98,382008,2014-07-20,Kansas City Royals,1,6,0,1
2014,Boston Red Sox,99,382018,2014-07-21,Toronto Blue Jays,0,14,1,1
2014,Boston Red Sox,100,382030,2014-07-22,Toronto Blue Jays,0,3,7,0
2014,Boston Red Sox,101,382045,2014-07-23,Toronto Blue Jays,0,4,6,0
2014,Boston Red Sox,102,382060,2014-07-24,Toronto Blue Jays,0,0,8,0
2014,Boston Red Sox,103,382072,2014-07-25,Tampa Bay Rays,0,4,6,0
2014,Boston Red Sox,104,382087,2014-07-26,Tampa Bay Rays,0,0,3,0
2014,Boston Red Sox,105,382102,2014-07-27,Tampa Bay Rays,0,3,2,1
2014,Boston Red Sox,106,382123,2014-07-28,Toronto Blue Jays,1,1,14,0
2014,Boston Red Sox,107,382138,2014-07-29,Toronto Blue Jays,1,2,4,0
2014,Boston Red Sox,108,382153,2014-07-30,Toronto Blue Jays,1,1,6,0
2014,Boston Red Sox,109,382174,2014-08-01,New York Yankees,1,4,3,1
2014,Boston Red Sox,110,382189,2014-08-02,New York Yankees,1,4,6,0
2014,Boston Red Sox,111,382204,2014-08-03,New York Yankees,1,7,8,0
2014,Boston Red Sox,112,382220,2014-08-05,St. Louis Cardinals,0,2,3,0
2014,Boston Red Sox,113,382234,2014-08-06,St. Louis Cardinals,0,2,1,1
2014,Boston Red Sox,114,382248,2014-08-07,St. Louis Cardinals,0,2,5,0
2014,Boston Red Sox,115,382260,2014-08-08,Los Angeles Angels,0,4,2,1
2014,Boston Red Sox,116,382275,2014-08-09,Los Angeles Angels,0,4,5,0
2014,Boston Red Sox,117,382290,2014-08-10,Los Angeles Angels,0,3,1,1
2014,Boston Red Sox,118,382317,2014-08-12,Cincinnati Reds,0,3,2,1
2014,Boston Red Sox,119,382332,2014-08-13,Cincinnati Reds,0,5,4,1
2014,Boston Red Sox,120,382348,2014-08-14,Houston Astros,1,9,4,1
2014,Boston Red Sox,121,382361,2014-08-15,Houston Astros,1,3,5,0
2014,Boston Red Sox,122,382376,2014-08-16,Houston Astros,1,10,7,1
2014,Boston Red Sox,123,382391,2014-08-17,Houston Astros,1,1,8,0
2014,Boston Red Sox,124,382401,2014-08-18,Los Angeles Angels,1,2,4,0
2014,Boston Red Sox,125,382409,2014-08-19,Los Angeles Angels,1,3,4,0
2014,Boston Red Sox,126,382424,2014-08-20,Los Angeles Angels,1,3,8,0
2014,Boston Red Sox,127,382439,2014-08-21,Los Angeles Angels,1,0,2,0
2014,Boston Red Sox,128,382458,2014-08-22,Seattle Mariners,1,3,5,0
2014,Boston Red Sox,129,382473,2014-08-23,Seattle Mariners,1,3,7,0
2014,Boston Red Sox,130,382488,2014-08-24,Seattle Mariners,1,6,8,0
2014,Boston Red Sox,131,382492,2014-08-25,Toronto Blue Jays,0,4,3,1
2014,Boston Red Sox,132,382502,2014-08-26,Toronto Blue Jays,0,11,7,1
2014,Boston Red Sox,133,382517,2014-08-27,Toronto Blue Jays,0,2,5,0
2014,Boston Red Sox,134,382540,2014-08-29,Tampa Bay Rays,0,8,4,1
2014,Boston Red Sox,135,382555,2014-08-30,Tampa Bay Rays,0,0,7,0
2014,Boston Red Sox,136,382570,2014-08-31,Tampa Bay Rays,0,3,0,1
2014,Boston Red Sox,137,382586,2014-09-01,Tampa Bay Rays,0,3,4,0
2014,Boston Red Sox,138,382599,2014-09-02,New York Yankees,0,9,4,1
2014,Boston Red Sox,139,382614,2014-09-03,New York Yankees,0,1,5,0
2014,Boston Red Sox,140,382629,2014-09-04,New York Yankees,0,4,5,0
2014,Boston Red Sox,141,382648,2014-09-05,Toronto Blue Jays,1,9,8,1
2014,Boston Red Sox,142,382663,2014-09-06,Toronto Blue Jays,1,4,3,1
2014,Boston Red Sox,143,382678,2014-09-07,Toronto Blue Jays,1,1,3,0
2014,Boston Red Sox,144,382680,2014-09-08,Baltimore Orioles,1,0,4,0
2014,Boston Red Sox,145,382693,2014-09-09,Baltimore Orioles,1,1,4,0
2014,Boston Red Sox,146,382708,2014-09-10,Baltimore Orioles,1,6,10,0
2014,Boston Red Sox,147,382722,2014-09-11,Kansas City Royals,0,6,3,1
2014,Boston Red Sox,148,382731,2014-09-12,Kansas City Royals,0,4,2,1
2014,Boston Red Sox,149,382746,2014-09-13,Kansas City Royals,0,1,7,0
2014,Boston Red Sox,150,382761,2014-09-14,Kansas City Royals,0,8,4,1
2014,Boston Red Sox,151,382787,2014-09-16,Pittsburgh Pirates,0,0,4,0
2014,Boston Red Sox,152,382802,2014-09-17,Pittsburgh Pirates,0,1,9,0
2014,Boston Red Sox,153,382818,2014-09-18,Pittsburgh Pirates,0,2,3,0
2014,Boston Red Sox,154,382828,2014-09-19,Baltimore Orioles,0,5,3,1
2014,Boston Red Sox,155,382843,2014-09-20,Baltimore Orioles,0,2,7,0
2014,Boston Red Sox,156,382858,2014-09-21,Baltimore Orioles,0,3,2,1
2014,Boston Red Sox,157,382897,2014-09-23,Tampa Bay Rays,1,2,6,0
2014,Boston Red Sox,158,382912,2014-09-24,Tampa Bay Rays,1,11,3,1
2014,Boston Red Sox,159,382923,2014-09-25,Tampa Bay Rays,1,11,1,1
2014,Boston Red Sox,160,382933,2014-09-26,New York Yankees,1,2,3,0
2014,Boston Red Sox,161,382948,2014-09-27,New York Yankees,1,10,4,1
2014,Boston Red Sox,162,382963,2014-09-28,New York Yankees,1,5,9,0
2014,Chicago Cubs,1,380542,2014-03-31,Pittsburgh Pirates,0,0,1,0
2014,Chicago Cubs,2,380565,2014-04-02,Pittsburgh Pirates,0,3,4,0
2014,Chicago Cubs,3,380579,2014-04-03,Pittsburgh Pirates,0,3,2,1
2014,Chicago Cubs,4,380598,2014-04-04,Philadelphia Phillies,1,2,7,0
